"","gameId","blueWins","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueDragons","blueHeralds","blueTowersDestroyed","blueTotalGold","blueAvgLevel","redAssists","redDragons","redHeralds","redTowersDestroyed","redTotalGold","redAvgLevel"
"968",4524877536,"1","0",7,8,6,"1","0",0,17002,7,4,"0","1",0,17156,7
"969",4515306616,"0","0",5,9,4,"0","0",0,15342,6.8,12,"1","0",0,16972,7
"970",4524480759,"0","0",1,9,2,"0","0",0,13119,6.2,9,"1","1",1,19997,7.4
"971",4502625560,"1","1",8,7,7,"1","0",0,17472,7.2,7,"0","0",0,16295,7.2
"972",4521238149,"1","0",3,2,1,"0","0",0,15681,7,2,"1","0",0,14762,7
"973",4513598574,"1","1",8,6,7,"0","0",0,18634,7,12,"1","0",0,16557,6.8
"974",4518314539,"0","0",1,6,0,"0","0",0,13881,6.8,13,"1","0",0,16854,7
"975",4489658562,"0","1",10,16,10,"0","1",0,18145,6.6,13,"1","0",0,21373,7.2
"976",4482124456,"1","1",9,10,16,"1","0",0,17308,6.8,13,"0","1",0,18307,7.2
"977",4521449532,"0","0",2,13,0,"0","0",0,13049,6.2,20,"1","1",0,19444,7.2
"978",4524994987,"1","1",14,4,15,"0","0",0,20075,7,6,"0","0",0,14222,6.2
"979",4455125565,"0","0",3,11,2,"0","0",0,14377,6.4,12,"1","0",1,19518,7.4
"980",4522531124,"1","1",9,3,9,"0","0",0,17270,6.6,3,"0","0",0,14952,6.6
"981",4498726341,"1","1",12,5,6,"0","0",0,18967,7.6,3,"1","0",0,15372,6.8
"982",4520588877,"0","0",2,10,2,"0","0",0,14044,6.6,6,"1","1",2,20648,7.2
"983",4522556160,"0","0",4,6,5,"0","0",0,16467,7.2,8,"1","0",0,16997,7
"984",4502024676,"1","1",8,13,5,"0","0",0,17846,6.8,12,"0","0",0,18642,7.2
"985",4494811413,"1","1",12,6,17,"1","1",1,19993,7,8,"0","0",0,16554,6.8
"986",4522599677,"0","1",4,1,4,"1","0",0,16223,7.2,1,"0","1",0,14800,7
"987",4513586711,"0","1",2,8,3,"1","0",0,14071,6.4,8,"0","0",0,18023,7
"988",4492904211,"1","1",3,3,3,"1","1",0,15284,7.2,2,"0","0",0,16168,7.2
"989",4525183831,"0","1",4,0,3,"0","1",0,16346,7,0,"1","0",0,13691,6.8
"990",4524995748,"0","0",2,7,3,"1","0",0,14358,6.6,6,"0","0",0,16389,7
"991",4496611472,"1","1",7,2,7,"0","1",0,17206,7.4,4,"1","0",0,14313,6.6
"992",4466270705,"1","1",2,4,3,"0","0",0,14767,7.2,4,"0","1",0,15743,7.2
"993",4489674580,"1","1",12,7,13,"0","0",0,18291,7.2,4,"0","0",0,16109,6.8
"994",4517551883,"0","0",3,5,5,"0","0",0,14979,6.8,6,"1","0",0,16947,7.2
"995",4512229508,"1","0",7,9,6,"0","0",0,17214,7,13,"1","0",1,19020,7
"996",4520364684,"0","0",7,16,11,"0","0",0,16461,6.4,18,"1","1",2,22402,7.2
"997",4487211504,"1","0",3,5,2,"0","0",0,14027,6.6,4,"0","0",0,16132,7
"998",4490245782,"1","0",7,5,6,"0","0",0,17432,7.4,11,"0","0",0,16439,7.4
"999",4519269898,"1","1",6,8,5,"0","0",0,15969,6.8,8,"0","0",0,16778,6.6
"1000",4477778320,"0","1",7,11,5,"0","0",0,16308,6.8,10,"1","0",0,18211,7.2
"1001",4525005015,"0","0",2,5,2,"0","0",0,14119,6.6,9,"1","0",0,16444,6.8
"1002",4515619374,"1","1",6,4,4,"1","1",0,16044,7.2,2,"0","0",0,16144,7.6
"1003",4520909280,"0","0",4,11,2,"1","0",0,15011,6.6,16,"0","0",0,19407,7.2
"1004",4439747783,"0","0",3,8,6,"0","0",0,14517,6.4,15,"1","1",0,18042,7
"1005",4510536402,"0","0",1,6,2,"0","0",0,13653,6.6,4,"0","0",0,17381,7.4
"1006",4522149954,"0","1",8,8,13,"0","0",0,17833,7,7,"0","0",0,16577,7
"1007",4496660905,"1","1",9,4,14,"1","0",0,17759,7,4,"0","1",0,14677,6.2
"1008",4520942690,"0","0",6,6,6,"0","0",0,16158,7,10,"0","0",0,15961,6.6
"1009",4523481420,"0","0",4,5,3,"0","1",0,16147,7,4,"1","0",0,15665,7
"1010",4478267936,"0","0",6,5,7,"0","0",0,17065,7,7,"1","0",0,16046,7
"1011",4523295777,"1","1",8,7,6,"1","1",0,17287,7,7,"0","0",0,16470,7.2
"1012",4450437970,"1","1",6,4,4,"1","1",0,15997,7.2,4,"0","0",0,15498,6.6
"1013",4523307860,"1","1",3,3,4,"0","0",0,15387,7,5,"1","0",0,16310,7.4
"1014",4522150564,"1","0",5,8,6,"1","0",0,16313,7,4,"0","1",0,16844,6.8
"1015",4515910036,"0","0",4,3,4,"0","0",0,15987,7,3,"0","0",0,14954,7
"1016",4504983497,"1","0",7,8,9,"0","0",0,16304,6.4,9,"0","1",2,18640,7
"1017",4459886824,"1","1",10,12,11,"0","1",0,18177,6.8,15,"1","0",0,19430,7.2
"1018",4473361306,"1","0",7,4,6,"1","0",0,17493,7,4,"0","0",0,14642,6.8
"1019",4506292782,"1","1",12,3,16,"1","0",0,19443,7.2,3,"0","0",0,14094,6.6
"1020",4515435281,"0","0",4,5,5,"0","0",0,14920,6.6,1,"1","1",0,16590,7
"1021",4524281918,"0","0",9,8,8,"0","0",0,17511,6.8,14,"0","0",0,17286,6.6
"1022",4518452503,"1","1",9,5,10,"1","0",0,16819,6.8,3,"0","1",0,16360,6.8
"1023",4496336635,"1","1",3,6,5,"0","0",0,14703,6.8,10,"1","0",0,16830,7
"1024",4523885762,"1","1",7,5,5,"0","0",0,16801,7.4,7,"1","0",0,16226,7
"1025",4496613107,"0","1",4,5,7,"0","0",0,16254,7.2,5,"0","0",0,16583,7.2
"1026",4524349618,"1","0",4,6,4,"1","0",0,15478,6.8,4,"0","0",1,17853,7
"1027",4525122306,"1","0",5,10,4,"0","0",0,15363,6.4,16,"0","1",0,17986,7
"1028",4477398725,"1","1",9,8,12,"0","0",0,17121,6.6,9,"0","1",0,16904,6.4
"1029",4510751913,"0","0",5,13,5,"0","0",0,15069,6.2,10,"1","0",0,19229,7.4
"1030",4449452387,"0","0",5,5,1,"1","0",1,15891,6.4,4,"0","0",0,16389,6.8
"1031",4477670126,"0","0",1,9,1,"0","0",0,13316,6.6,11,"1","0",0,17816,7.2
"1032",4386551439,"0","1",6,4,11,"0","0",0,15956,6.8,4,"0","0",0,15999,7.2
"1033",4498209347,"1","1",3,3,2,"1","1",0,15661,7,5,"0","0",0,16304,7.2
"1034",4520713335,"1","1",6,5,5,"0","0",0,16789,7,5,"0","0",0,15583,6.6
"1035",4470773744,"0","1",5,12,5,"1","1",0,16347,6.6,15,"0","0",1,19876,7.4
"1036",4512800832,"0","0",3,6,3,"0","0",0,14901,6.8,6,"1","0",0,16024,6.8
"1037",4520801311,"0","1",8,7,12,"1","0",0,17018,7,4,"0","0",0,15922,6.8
"1038",4525024400,"0","0",8,13,12,"0","0",0,16342,6.6,15,"0","0",1,21561,7.4
"1039",4518554441,"0","0",5,11,3,"1","0",0,14801,6.2,12,"0","0",0,18328,7
"1040",4502764370,"0","1",9,6,17,"0","0",0,17333,6.8,5,"0","0",0,15397,6.4
"1041",4515780099,"0","0",4,7,6,"0","0",0,15052,7,8,"1","0",0,16781,7
"1042",4437310963,"1","1",4,6,5,"0","0",0,15585,6.8,7,"0","0",0,16382,7
"1043",4484529733,"0","0",3,5,4,"0","0",0,15273,7,1,"1","0",0,16037,7
"1044",4514844957,"0","1",5,9,7,"0","0",0,15666,6.6,5,"1","0",0,18150,7.2
"1045",4496994572,"0","0",2,8,0,"0","1",0,14591,6.8,7,"1","0",0,16860,7.2
"1046",4522889281,"0","0",3,7,5,"0","0",0,14690,6.2,4,"0","0",0,16443,7
"1047",4521575366,"0","0",7,7,8,"0","0",0,17151,6.8,6,"1","1",1,18273,7.2
"1048",4462377853,"0","1",6,6,6,"0","0",0,16378,6.8,6,"1","1",0,15950,7
"1049",4523960363,"0","0",5,7,7,"0","0",0,15661,6.4,5,"0","0",0,16606,7
"1050",4513242798,"0","1",7,4,4,"0","0",0,16589,7,4,"1","0",0,16606,7.2
"1051",4489563821,"0","1",3,6,3,"1","1",0,15900,6.8,6,"0","0",0,17186,7
"1052",4485610478,"1","1",5,9,8,"0","0",0,14927,6.6,16,"1","0",0,17541,6.8
"1053",4472446718,"1","1",2,3,0,"0","1",1,16875,6.8,3,"1","0",0,14644,6.8
"1054",4524894613,"0","1",8,2,8,"0","1",0,17847,7,3,"0","0",0,14787,6.6
"1055",4469128584,"1","1",6,6,9,"0","0",0,16369,7,5,"0","0",0,16058,7.2
"1056",4452166670,"1","1",4,1,7,"1","1",0,17320,7.4,0,"0","0",0,14470,6.8
"1057",4524202231,"1","1",9,4,6,"1","0",0,18532,7.4,1,"0","0",0,15337,7.2
"1058",4450399741,"0","1",8,6,10,"0","0",0,17136,7,2,"0","1",0,15773,7
"1059",4524785066,"0","0",8,6,7,"0","0",0,17137,7.2,4,"1","0",0,16112,6.8
"1060",4523130244,"0","1",8,7,11,"0","1",1,19114,7,10,"1","0",0,16570,7
"1061",4522178683,"0","0",2,10,2,"0","0",0,13555,6,9,"1","1",1,19928,7.2
"1062",4469812384,"1","1",4,5,5,"0","0",0,14707,6.6,5,"1","0",0,16975,7.2
"1063",4506010856,"0","1",3,7,2,"0","0",0,16025,7,5,"1","0",0,16069,7
"1064",4509803482,"0","1",8,7,11,"0","0",0,16776,6.4,7,"0","0",0,16419,6.2
"1065",4508899687,"1","0",3,3,1,"0","0",0,15379,7,5,"1","0",0,15143,6.8
"1066",4521616991,"1","1",5,1,6,"1","0",0,17196,7.2,2,"0","0",0,14223,6.8
"1067",4509711649,"1","1",7,1,4,"1","0",0,17200,7.2,1,"0","0",0,14223,6.6
"1068",4519025105,"0","0",9,8,11,"0","1",0,17472,7.2,11,"1","0",0,17895,7.2
"1069",4473597829,"0","1",4,5,5,"0","0",0,15435,6.8,1,"0","0",0,16512,7.4
"1070",4478188896,"1","1",6,4,5,"1","0",0,16588,7.2,1,"0","1",0,14806,6.8
"1071",4513831840,"1","1",6,6,7,"0","0",0,16784,7,4,"0","0",0,15843,6.8
"1072",4462163208,"1","0",9,8,11,"1","0",0,16982,7,7,"0","0",0,18328,7.4
"1073",4514218237,"1","1",9,13,11,"0","0",0,17635,6.6,13,"1","0",0,19065,7.2
"1074",4505075524,"0","0",5,8,2,"0","0",0,15913,6.8,6,"1","0",0,17004,7.2
"1075",4470324396,"0","0",4,7,6,"1","0",0,14487,6.4,6,"0","0",0,16575,7.4
"1076",4489428547,"0","1",2,3,1,"0","0",0,15643,6.8,3,"0","0",1,16688,7.2
"1077",4472696992,"1","0",5,5,5,"0","0",0,16853,7.2,2,"0","0",0,16640,7
"1078",4497596162,"1","1",12,2,14,"0","1",0,18242,7,1,"0","0",0,13758,6.2
"1079",4486956653,"1","1",7,7,8,"0","0",0,16866,6.8,7,"0","1",1,18409,7
"1080",4449670595,"0","0",2,5,2,"0","0",0,14673,7.2,7,"1","0",0,17272,7
"1081",4472747889,"1","1",4,5,4,"0","0",0,15463,6.8,6,"1","0",0,15801,7.2
"1082",4525215598,"1","0",6,9,6,"1","0",0,15824,6.6,8,"0","1",0,17871,6.8
"1083",4524641094,"1","0",8,5,13,"0","0",0,17129,6.8,7,"0","0",0,15937,6.8
"1084",4471001241,"1","0",6,3,4,"0","0",0,16335,6.8,1,"1","0",0,15168,6.8
"1085",4515369512,"0","0",6,4,8,"0","0",0,17099,7,3,"1","0",0,15520,6.8
"1086",4476146291,"1","1",10,2,6,"1","0",0,19077,7.6,2,"0","0",0,13806,6.6
"1087",4503152696,"1","0",1,7,0,"0","0",0,14983,6.8,10,"1","0",0,16590,7
"1088",4524326952,"1","0",9,6,9,"0","0",0,17368,6.8,8,"0","0",0,17088,7.2
"1089",4522317391,"0","0",3,8,4,"0","0",0,15286,6.8,11,"1","1",0,18097,7.6
"1090",4495498094,"0","0",5,8,5,"0","0",0,16317,7,4,"0","0",0,17342,7.2
"1091",4477368808,"1","0",5,4,9,"1","1",0,16364,7.4,3,"0","0",0,15955,6.8
"1092",4434549109,"0","1",3,3,6,"1","0",0,14623,6.6,4,"0","0",0,15040,6.8
"1093",4523746056,"1","1",10,5,12,"0","0",1,19938,7,4,"1","0",0,15404,6.6
"1094",4493134944,"0","0",5,8,5,"0","0",0,16221,7,4,"1","1",0,17658,7.2
"1095",4518121833,"1","1",7,12,5,"1","0",0,16544,6.8,20,"0","0",0,19555,7
"1096",4515904262,"1","0",8,7,7,"0","0",0,17908,7.2,9,"1","0",0,17255,7.2
"1097",4506294418,"0","0",2,2,1,"0","0",0,15831,7.4,0,"1","0",0,14697,7
"1098",4509108829,"1","1",9,7,9,"0","0",0,17668,7.2,5,"0","0",0,16644,7.2
"1099",4518590112,"0","0",5,7,6,"0","0",0,15470,6.8,12,"0","0",0,17178,7.2
"1100",4483110650,"1","0",6,6,5,"0","0",0,16448,6.8,3,"0","0",0,16006,6.8
"1101",4523035585,"1","0",5,7,2,"0","0",0,14877,7,8,"0","0",0,16427,7
"1102",4509064121,"1","1",13,1,18,"0","0",0,18917,7.6,1,"0","0",0,14306,6.6
"1103",4523282532,"0","1",6,9,8,"0","0",0,16356,6.4,10,"1","1",0,19221,7.4
"1104",4518881307,"0","0",3,7,5,"0","0",0,14676,6.6,3,"1","0",0,16239,6.8
"1105",4523038174,"0","1",2,12,3,"0","0",0,13126,6,11,"1","0",0,17520,7
"1106",4470312208,"1","0",10,6,14,"0","0",0,17769,7.2,3,"1","0",0,16352,7
"1107",4516146115,"0","0",6,8,4,"0","0",0,16051,6.8,8,"1","0",0,16536,6.8
"1108",4522849346,"0","1",6,3,6,"0","1",0,17395,7.2,5,"1","0",0,15161,7
"1109",4477571512,"1","1",8,4,12,"1","0",0,16819,6.8,5,"0","0",0,14923,6.6
"1110",4523940286,"0","0",5,6,8,"1","1",0,16315,6.8,9,"0","0",0,16116,6.6
"1111",4513532582,"1","1",7,6,8,"1","0",0,16846,6.8,5,"0","1",2,18551,7.2
"1112",4516772132,"0","1",2,5,1,"0","1",1,15951,7,6,"0","0",0,16626,7.2
"1113",4516594125,"1","0",7,3,8,"1","0",0,16858,7,6,"0","0",0,15698,6.6
"1114",4477392695,"1","1",10,9,10,"0","0",0,17335,6.6,11,"1","0",0,16048,6.6
"1115",4500102951,"0","1",7,7,7,"0","0",0,16781,6.8,7,"0","0",1,18844,7
"1116",4447441297,"1","0",8,4,11,"0","0",0,17225,6.8,4,"0","0",0,14666,6.2
"1117",4523657411,"1","0",6,4,4,"0","0",0,16948,7,1,"1","0",0,14602,6.4
"1118",4487004786,"0","0",7,7,7,"1","0",0,16056,6.6,14,"0","1",0,17207,7
"1119",4523591734,"1","0",5,9,5,"0","0",0,15440,6.4,8,"0","0",0,17169,6.4
"1120",4481802992,"0","1",8,6,12,"1","0",0,16058,6.4,10,"0","0",0,17499,6.8
"1121",4524924160,"1","1",5,4,3,"1","0",0,16315,7,3,"0","0",0,15552,6.8
"1122",4448119077,"1","1",9,4,16,"1","0",0,17326,6.8,5,"0","0",0,16117,6.8
"1123",4516417495,"0","0",5,3,5,"0","0",0,16851,7,5,"1","0",0,15145,7
"1124",4514750583,"1","1",6,2,4,"0","0",0,16853,6.8,1,"0","0",0,14756,6.6
"1125",4497828297,"1","1",9,3,8,"1","0",0,17556,7.4,3,"0","0",0,15355,7
"1126",4518204390,"0","1",11,12,9,"0","0",0,17840,7,12,"1","1",1,20265,7.4
"1127",4462251940,"0","1",10,6,9,"0","0",0,18725,7.4,5,"0","0",0,16349,7.2
"1128",4457833778,"1","1",5,6,5,"0","0",0,16781,6.8,6,"1","0",0,16102,6.6
"1129",4518920313,"0","0",5,12,8,"1","0",0,15376,6.6,11,"0","0",0,20240,7.6
"1130",4439541078,"0","0",2,6,1,"0","0",0,14193,7,7,"0","0",0,17309,7.4
"1131",4512918864,"1","0",7,9,5,"0","0",0,16862,6.8,8,"1","1",0,17404,7.2
"1132",4456463104,"1","1",4,3,5,"1","1",0,17003,6.8,4,"0","0",0,15369,7
"1133",4459480413,"0","0",4,6,5,"0","0",0,15506,6.8,4,"1","0",0,16178,7.2
"1134",4521091433,"0","0",10,10,15,"0","0",0,18724,6.8,16,"1","1",0,18102,7
"1135",4477326347,"1","1",4,3,3,"0","1",0,16422,6.8,3,"1","0",0,14851,7
"1136",4467752796,"1","1",13,5,10,"0","1",0,18337,7.2,6,"0","0",0,15126,6.4
"1137",4524232031,"1","1",6,10,6,"1","0",0,15385,6.6,8,"0","0",0,18519,7
"1138",4520510756,"0","0",6,5,6,"0","0",0,15566,6.8,6,"1","0",0,17517,7.2
"1139",4463289443,"1","1",8,4,10,"0","0",0,18326,7.2,4,"0","1",0,14809,6.6
"1140",4518300534,"0","0",6,6,9,"0","0",0,16299,6.8,4,"1","0",0,16219,7.2
"1141",4525106403,"0","0",1,3,1,"0","0",0,13991,6.8,2,"1","0",0,15371,7
"1142",4511755420,"1","0",3,4,4,"0","0",0,14205,6.6,4,"1","0",0,15320,6.6
"1143",4475203157,"0","1",6,2,11,"0","0",0,17955,7.2,1,"1","0",0,14768,6.8
"1144",4471503799,"1","1",13,5,16,"0","0",1,20862,7,8,"0","0",0,14439,6.2
"1145",4512974012,"0","0",0,6,0,"0","0",0,14197,6.8,6,"0","0",0,16510,7.2
"1146",4524697889,"0","1",5,3,4,"0","1",0,16788,7.2,6,"1","0",0,15442,7.2
"1147",4492336087,"1","0",3,6,4,"1","0",0,14798,6.8,7,"0","0",0,17200,6.8
"1148",4518449661,"0","0",3,7,4,"0","0",0,15598,6.8,6,"1","0",0,16891,7
"1149",4524325797,"1","0",5,2,2,"0","0",0,16655,7.2,3,"1","0",0,14566,6.8
"1150",4466191823,"0","0",8,4,9,"1","0",0,16804,7.2,2,"0","0",0,14514,6.6
"1151",4512225381,"1","1",6,7,4,"1","1",0,15977,6.8,6,"0","0",0,17374,7.2
"1152",4518609876,"0","0",4,3,2,"1","0",0,15654,7.2,2,"0","1",0,16014,7
"1153",4513906148,"1","1",10,2,12,"1","0",0,19035,7.4,2,"0","0",0,13570,6.4
"1154",4450742884,"0","0",4,2,5,"0","1",0,16247,7.4,2,"1","0",0,15215,7
"1155",4475833403,"0","1",8,5,11,"0","0",0,18074,7.4,4,"0","0",0,16187,7
"1156",4513432258,"1","1",8,2,9,"0","1",0,17274,7,0,"0","0",0,13634,6.4
"1157",4505960953,"1","0",10,7,12,"0","0",0,17839,7,5,"1","0",0,16387,7.2
"1158",4512128800,"1","1",6,6,11,"0","0",0,16700,7,3,"1","0",0,14894,6.6
"1159",4520602146,"1","0",6,5,10,"0","0",0,15852,6.8,5,"1","0",0,15786,6.8
"1160",4523446704,"1","1",4,4,4,"0","0",0,15296,6.6,4,"1","0",0,15408,6.8
"1161",4517498934,"1","1",1,1,2,"1","0",0,14426,6.8,2,"0","0",0,14749,6.6
"1162",4512991895,"1","1",4,4,2,"0","0",0,15856,7,4,"1","0",0,15938,7
"1163",4511697354,"1","1",11,6,17,"0","0",0,17895,6.8,5,"1","0",0,15807,6.6
"1164",4509390548,"0","1",6,9,9,"0","0",0,15728,6.6,8,"0","0",0,18429,7.2
"1165",4523847046,"1","1",5,5,5,"0","0",1,17333,6.8,4,"0","1",0,16552,7.2
"1166",4521229573,"0","1",8,7,9,"0","0",0,16404,6.8,8,"1","0",0,16121,6.6
"1167",4523099371,"1","0",6,6,6,"1","0",0,15738,7,1,"0","1",0,16098,7
"1168",4454340438,"0","0",0,4,0,"0","0",0,13580,6.4,2,"1","1",0,17859,7.6
"1169",4522233309,"0","0",6,7,4,"1","0",0,16773,6.8,5,"0","0",0,16653,7.2
"1170",4522851544,"0","0",4,8,5,"0","0",0,14993,6.6,10,"1","0",0,16838,7
"1171",4477952218,"0","1",2,3,1,"0","0",0,15219,6.8,3,"1","0",0,15782,7
"1172",4524900918,"0","0",6,8,4,"0","0",0,16046,6.6,7,"0","0",0,17158,7
"1173",4491423800,"0","0",6,8,5,"1","0",0,15683,7,9,"0","1",0,17589,7
"1174",4498664895,"0","0",5,9,5,"1","0",0,16408,6.8,12,"0","0",0,18925,7.2
"1175",4465820697,"0","0",3,7,2,"0","1",0,15104,6.8,8,"1","0",0,17935,7.4
"1176",4501779329,"0","1",6,5,7,"0","1",0,16113,6.8,5,"0","0",1,17176,6.8
"1177",4519218713,"1","0",11,7,15,"0","0",0,18894,6.8,7,"1","1",0,17321,7
"1178",4474045556,"0","0",7,9,5,"0","0",0,16652,6.8,9,"0","0",0,17079,7
"1179",4524351356,"0","0",4,10,4,"0","0",0,15409,6.8,18,"0","0",0,17570,6.6
"1180",4521873427,"1","0",8,4,8,"0","0",0,16733,7.4,3,"1","0",0,16254,7
"1181",4502515468,"1","1",12,5,13,"0","0",0,17307,6.4,4,"0","0",0,14070,6.2
"1182",4522644977,"1","0",5,4,8,"1","0",0,15283,7,5,"0","0",0,15053,6.8
"1183",4499613300,"0","0",3,7,1,"0","0",0,14428,6.6,11,"1","0",0,15645,6.8
"1184",4517778477,"1","1",7,6,12,"1","0",0,16679,7,9,"0","0",0,16406,6.8
"1185",4450067073,"0","0",4,10,3,"0","0",0,15400,6.6,13,"1","0",0,17952,6.8
"1186",4522151939,"0","0",7,7,6,"0","0",0,16230,6.8,5,"0","0",0,16234,7
"1187",4498239413,"0","0",4,7,3,"1","0",0,16028,7.4,6,"0","0",0,18891,7.4
"1188",4469941685,"1","1",4,4,2,"0","0",0,15731,7.2,3,"0","0",0,15816,7.2
"1189",4484202806,"0","0",4,10,1,"0","0",0,14816,6.6,6,"1","1",1,19306,7.4
"1190",4521383938,"1","0",4,6,2,"0","1",0,15862,7.2,6,"1","0",0,16850,7
"1191",4488307772,"1","0",1,4,1,"1","1",0,14140,6.6,5,"0","0",0,15621,7
"1192",4486155288,"1","0",6,4,7,"1","1",0,16699,7,6,"0","0",0,15590,6.8
"1193",4518987840,"0","0",2,9,1,"0","0",0,13405,6.4,19,"1","0",0,18797,6.8
"1194",4455452551,"1","0",8,10,5,"0","0",0,17538,7,10,"1","0",0,17300,6.8
"1195",4448427323,"0","1",15,3,5,"0","0",0,19038,7.2,5,"0","0",0,14097,6.2
"1196",4491653265,"0","0",9,12,10,"0","0",0,18082,7.2,11,"1","1",0,18058,7
"1197",4509495092,"0","0",1,5,0,"1","0",0,14004,6.4,5,"0","0",0,15117,7
"1198",4477722271,"1","0",4,4,5,"0","0",0,16349,7.2,3,"1","0",0,15595,7.2
"1199",4479540109,"0","0",2,7,1,"0","0",0,15373,7.2,10,"1","1",0,17315,7.2
"1200",4463166329,"1","1",7,7,7,"1","1",0,16559,7.2,5,"0","0",0,16726,7
"1201",4487524071,"1","1",5,2,6,"1","0",0,16513,6.8,2,"0","0",0,12976,6.4
"1202",4511068350,"1","1",10,3,10,"0","1",0,19886,7.4,5,"0","0",0,14537,6.6
"1203",4524387920,"1","1",6,2,4,"1","1",0,17167,7,0,"0","0",0,14374,6.6
"1204",4452219290,"1","1",5,1,9,"1","0",0,16809,7.2,1,"0","0",0,14617,6.8
"1205",4524524540,"0","0",10,13,12,"0","0",0,18178,6.8,12,"1","0",0,18464,6.8
"1206",4524619949,"0","0",3,10,4,"0","0",0,14742,6.6,13,"1","0",0,18282,7.2
"1207",4519347430,"1","0",4,5,4,"0","0",0,15126,6.8,2,"0","0",0,15694,6.8
"1208",4514643182,"0","0",5,9,7,"0","0",0,15449,6.6,15,"1","0",0,18424,7.2
"1209",4518236753,"0","1",4,12,7,"0","0",0,15233,6.6,14,"0","0",0,18417,7
"1210",4485967051,"0","0",2,6,3,"0","0",0,14602,6.8,4,"1","0",0,16787,7.2
"1211",4520613300,"1","0",3,4,5,"0","0",0,15390,7,8,"0","0",0,15777,7
"1212",4458509653,"1","1",5,5,9,"0","0",0,16766,7,2,"1","0",0,15223,6.8
"1213",4522886351,"1","0",6,10,6,"0","0",0,16093,6.4,9,"0","1",0,18001,7
"1214",4502492792,"1","1",3,4,3,"1","0",0,15575,6.6,4,"0","0",0,14838,6.6
"1215",4423262467,"1","1",7,5,12,"0","0",0,16953,6.8,7,"1","0",0,15880,7
"1216",4474674368,"0","0",6,5,7,"1","0",0,15529,7,2,"0","1",0,15942,7
"1217",4462298411,"1","1",6,2,7,"0","1",0,16836,7.2,1,"1","0",0,14267,6.8
"1218",4513293772,"0","1",3,9,2,"0","0",0,13820,5.8,14,"1","0",0,17816,6.6
"1219",4520671984,"1","1",12,6,25,"1","0",0,19321,7,9,"0","0",0,16747,7
"1220",4492730038,"0","1",3,5,6,"0","0",0,15834,6.8,6,"1","0",0,16025,7.2
"1221",4524773384,"1","0",7,7,10,"1","0",0,16585,6.8,9,"0","0",0,17121,6.8
"1222",4515341076,"0","0",5,8,6,"1","0",0,15483,6.8,10,"0","0",0,16912,6.8
"1223",4521293545,"1","1",6,2,5,"0","1",0,17834,7.2,3,"1","0",0,14037,6.8
"1224",4459704027,"1","1",5,2,7,"1","0",0,16858,7.2,3,"0","0",0,14451,6.6
"1225",4521182941,"1","0",17,9,19,"0","0",0,20619,7.4,7,"1","0",0,17791,6.8
"1226",4454235667,"1","0",9,5,9,"1","0",0,18449,7.2,6,"0","0",0,16115,6.8
"1227",4459609583,"1","0",7,3,9,"0","0",0,17354,7.4,4,"0","0",0,15053,6.6
"1228",4516238123,"0","1",7,6,8,"0","0",0,16097,6.6,4,"1","0",0,15244,6.4
"1229",4520047610,"1","0",6,6,7,"0","0",0,16138,6.8,13,"0","1",0,16381,6.6
"1230",4520390476,"1","1",8,2,11,"1","0",0,17794,7,2,"0","0",0,13001,5.8
"1231",4487249336,"1","1",11,6,15,"1","0",0,19218,7,4,"0","0",0,15970,6.8
"1232",4482519172,"1","0",10,4,15,"1","0",0,18501,7.6,6,"0","0",0,15594,7
"1233",4498278588,"0","0",4,6,0,"0","0",0,15922,7.2,8,"0","0",0,17376,7.2
"1234",4518118181,"1","1",6,7,7,"0","0",0,16119,6.6,6,"1","0",0,15827,6.6
"1235",4497870757,"0","1",3,11,4,"1","0",0,14625,6.6,12,"0","0",0,17603,7.4
"1236",4449694269,"0","0",7,8,6,"1","0",0,16685,6.8,7,"0","1",0,17020,6.8
"1237",4500726742,"0","0",2,8,1,"0","1",0,13895,6.6,9,"1","0",0,16789,7
"1238",4505754774,"1","0",14,6,22,"0","0",0,19890,6.8,6,"1","0",0,15489,6.2
"1239",4490249135,"0","1",6,10,5,"0","0",0,15164,6.4,10,"0","1",0,19219,7.2
"1240",4449918896,"0","1",10,4,7,"0","0",0,17498,7.4,4,"0","0",0,15414,6.4
"1241",4521299727,"1","1",13,5,16,"0","0",0,19452,7.6,7,"1","1",0,16859,6.8
"1242",4513005798,"0","0",9,5,7,"1","0",0,17322,7,6,"0","0",0,15950,6.6
"1243",4518366913,"1","1",8,3,6,"1","0",0,17243,6.8,5,"0","0",0,14440,6.6
"1244",4491183408,"0","0",8,10,8,"0","1",0,18020,7.2,14,"0","0",0,18553,7
"1245",4522622334,"0","0",6,7,8,"1","1",0,16289,6.8,11,"0","0",0,17252,7
"1246",4469829210,"1","1",9,4,10,"1","1",0,18303,7.2,2,"0","0",0,15661,7
"1247",4515668714,"0","1",4,10,6,"0","0",0,15728,6.8,12,"0","0",0,17343,7
"1248",4521129958,"1","1",6,3,5,"0","0",0,16097,7,1,"1","1",0,14885,6.6
"1249",4515298489,"0","0",2,5,4,"1","1",0,14414,6.4,10,"0","0",0,16777,7.2
"1250",4517512393,"1","1",9,8,5,"1","0",0,15852,6.8,10,"0","1",0,17770,7.2
"1251",4522390017,"1","1",4,3,4,"0","0",0,15202,6.8,2,"0","1",0,15057,6.8
